"﻿AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","BSPName"
"Delete Actual Distribution Cycle G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Execute Actual Distribution G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Overview Actual Distribution G/L","GUI","SAP_SFIN_BC_GL_ALLOCATIONS","SAP_SFIN_BCG_GL_ALLOCATIONS","Allocations","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Provisions for Doubtful Receivables","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Perform Foreign Currency Valuation","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Journal Entries","GUI","SAP_SFIN_BC_AA_MASTER_DATA","","","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Post with Clearing - For Ledger Group","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Request Correspondence, Create Correspondence Request","GUI","SAP_SFIN_BC_GL_CORR","SAP_SFIN_BCG_GL_CORR","Correspondence","SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT","Accounts Receivable Accountant, Accounts Payable Accountant, General Ledger Accountant",""
"Request Correspondence, Create Correspondence Request","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_GL_CORR","Correspondence","SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT","Accounts Receivable Accountant, Accounts Payable Accountant, General Ledger Accountant",""
"Clear G/L Accounts - For Ledger Group","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create Incoming Invoices","GUI","SAP_SFIN_BC_AP_INVOICES","","","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant",""
"Create Outgoing Invoices","GUI","SAP_SFIN_BC_AR_INVOICES","SAP_SFIN_BCG_AR_DAILY","Daily Business","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Display Changes of Recurring Entry","GUI","SAP_SFIN_BC_GL_REC_ENTRY","SAP_SFIN_BCG_GL_REC_ENTRY","Recurring Entries","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create Payment Advices","GUI","SAP_SFIN_BC_AR_PAYM_ADV","SAP_SFIN_BCG_AR_PAYM_ADV","Payment Advices","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Change Payment Advices","GUI","SAP_SFIN_BC_AR_PAYM_ADV","SAP_SFIN_BCG_AR_PAYM_ADV","Payment Advices","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Display Payment Advices","GUI","SAP_SFIN_BC_AR_PAYM_ADV","SAP_SFIN_BCG_AR_PAYM_ADV","Payment Advices","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Delete Payment Advices","GUI","SAP_SFIN_BC_AR_PAYM_ADV","SAP_SFIN_BCG_AR_PAYM_ADV","Payment Advices","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Display Status of Intercompany Reconciliation","GUI","SAP_SFIN_BC_GL_ICO_REC","SAP_SFIN_BCG_GL_ICO_REC","Intercompany Reconciliation","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Reset Cleared Items","GUI","SAP_SFIN_BC_AP_REVERSAL","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","General Ledger Accountant, Accounts Payable Accountant, Accounts Receivable Accountant",""
"Reset Cleared Items","GUI","SAP_SFIN_BC_AR_REVERSAL","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","General Ledger Accountant, Accounts Payable Accountant, Accounts Receivable Accountant",""
"Reset Cleared Items","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","General Ledger Accountant, Accounts Payable Accountant, Accounts Receivable Accountant",""
"Enter Accrual/Deferral Journal Entry","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Change Journal Entries - Cross-Company Code","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Journal Entries - Cross-Company Code","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Reverse Journal Entries - Cross-Company Code","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Post Parked Journal Entries","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Change Parked Journal Entries","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Parked Journal Entries","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Change Parked Journal Entries - Header","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Parked Journal Entry Changes","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Reject Parked Journal Entries","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Print Payment Form","GUI","SAP_SFIN_BC_AP_PRINT_FORM","SAP_SFIN_BCG_AP_CHECK","Checks","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant",""
"Display Checks","GUI","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant",""
"Change Checks","GUI","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_ACCOUNTANT, SAP_BR_AP_MANAGER","Accounts Payable Accountant, Accounts Payable Manager",""
"Change Cashed Checks","GUI","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant",""
"Manage Check Lots","GUI","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_ACCOUNTANT, SAP_BR_AP_MANAGER","Accounts Payable Accountant, Accounts Payable Manager",""
"Display Check Registers","GUI","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant",""
"Import and Post Cashed Checks","GUI","SAP_SFIN_BC_BA_CASHEDCHECK","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Activate Inactive Hierarchies","GUI","SAP_SFIN_BC_CO_MD_PCA","","","SAP_BR_CONTROLLER","Controller",""
"Activate Inactive Hierarchies","GUI","SAP_SFIN_BC_CO_MD_CCA","","","SAP_BR_CONTROLLER","Controller",""
"Find Where-Used List - Cost Centers","GUI","SAP_SFIN_BC_CO_MD_CCA","","","SAP_BR_CONTROLLER","Controller",""
"Navigate to Group Utilities - Master Hierarchies","GUI","SAP_SFIN_BC_CO_MD_CCA","","","SAP_BR_CONTROLLER","Controller",""
"Administrate Data Medium","GUI","SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Cash Management Specialist, Cash Manager, Accounts Receivable Accountant",""
"Administrate Data Medium","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Cash Management Specialist, Cash Manager, Accounts Receivable Accountant",""
"Reprocess Incoming Checks - From Check Deposit","GUI","SAP_SFIN_BC_BA_CHECKDEPOS","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Reprocess Incoming Checks - From Lockbox","GUI","SAP_SFIN_BC_BA_LOCKBOX","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Reprocess Bank Statement Items","GUI","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business","SAP_BR_CASH_SPECIALIST, SAP_BR_AR_ACCOUNTANT","Cash Management Specialist, Accounts Receivable Accountant",""
"Import and Forward Bank Statements","GUI","SAP_SFIN_BC_BA_BANKSTAT","","","SAP_BR_CASH_SPECIALIST, SAP_BR_AR_ACCOUNTANT","Cash Management Specialist, Accounts Receivable Accountant",""
"Upload Bank Statements - Using Format Selection","GUI","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business","SAP_BR_CASH_SPECIALIST, SAP_BR_AR_ACCOUNTANT","Cash Management Specialist, Accounts Receivable Accountant",""
"Create Memo Record - FF63","GUI","SAP_SFIN_BC_CM_BASIC","","","SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER","Cash Management Specialist, Cash Manager",""
"Create Memo Record - FF63","GUI"," SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER","Cash Management Specialist, Cash Manager",""
"Display Memo Records - FF65","GUI","SAP_SFIN_BC_CM_BASIC","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Display Memo Records - FF65","GUI","SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Manage Check Deposits","GUI","SAP_SFIN_BC_BA_CHECKDEPOS","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Edit Memo Record List for Cash Position","GUI","SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER","Cash Management Specialist, Cash Manager",""
"Display Cash Position - FF7AN","GUI","SAP_SFIN_BC_CM_BASIC","","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Display Liquidity Forecast - FF7BN","GUI","SAP_SFIN_BC_CM_BASIC","","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Upload Electronic Check Deposits","GUI","SAP_SFIN_BC_BA_CHECKDEPOS","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Post Electronic Check Deposits","GUI","SAP_SFIN_BC_BA_CHECKDEPOS","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Upload Bank Statements","GUI","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business","SAP_BR_AR_ACCOUNTANT, SAP_BR_CASH_SPECIALIST","Accounts Receivable Accountant, Cash Management Specialist",""
"Create Free Form Payment","GUI","SAP_SFIN_BC_BA_PAYREQ_PROC","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Prepare Balance of Payments - Luxembourg","GUI","SAP_FIN_BC_GL_REPORTING_LU","SAP_FIN_BCG_GL_REPORTING_LU","Reporting Luxembourg","SAP_BR_GL_ACCOUNTANT_LU","General Ledger Accountant for Luxembourg",""
"Generate GST-03 Form - Malaysia","GUI","SAP_FIN_BC_GL_REPORTING_MY","SAP_FIN_BCG_GL_REPORTING_MY","Reporting Malaysia","SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant for Malaysia",""
"Create Item Interest Calculation - For Customers","GUI","SAP_SFIN_BC_AR_OPERATIONS","SAP_SFIN_BCG_AR_CUST_ACC","Customer Accounts","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Create Item Interest Calculation - For Suppliers","GUI","SAP_SFIN_BC_AP_OPERATIONS","SAP_SFIN_BCG_AP_CUST_ACC","Supplier Accounts","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant",""
"Display Interest Run","GUI","SAP_SFIN_BC_APAR_DISPLAY","","","SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT","Accounts Receivable Accountant, Accounts Payable Accountant",""
"Resend Billing Document","GUI","SAP_SFIN_BC_AR_OPERATIONS","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Trial Balance Comparison","FPM/WebDynpro","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","General Reporting","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Upload Lockbox Files","GUI","SAP_SFIN_BC_BA_LOCKBOX","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Post Lockbox Files - FLBP","GUI","SAP_SFIN_BC_BA_LOCKBOX","","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist",""
"Display Contract","GUI","SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Display account statement","GUI","SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Prepare Electronic Tax Return","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Verify Tax Data in External Tax System","GUI","SAP_SFIN_BC_GL_REP_US","SAP_SFIN_BCG_GL_REP_US","Reporting United States","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"G/L Account Changes - Central View","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Export Data for Electronic Financial Statement","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Export Data for Electronic Financial Statement at Item Level","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Financial Statement in Accordance with XBRL Taxonomy","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Generate Electronic Financial Statement Versions","GUI","SAP_SFIN_BC_GL_CS_EBILANZ","SAP_SFIN_BCG_GL_CS_EBILANZ","General Ledger - Current Settings - Electronic Financial Statement","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create SEPA Mandates","GUI","SAP_SFIN_BC_AR_SEPA_EDIT","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Change SEPA Mandates","GUI","SAP_SFIN_BC_AR_SEPA_EDIT","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Display SEPA Mandates","GUI","SAP_SFIN_BC_AR_SEPA_DISP","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Display SEPA Mandate Lists","GUI","SAP_SFIN_BC_AR_SEPA_DISP","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"G/L Account Changes - Chart of Accounts View","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"G/L Account Changes - Company Code View","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Bank Statement Monitor","GUI","SAP_SFIN_BC_CM_BAM","","","SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER","Cash Management Specialist, Cash Manager",""
"Bank Statement Monitor","GUI","SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_SPECIALIST, SAP_BR_CASH_MANAGER","Cash Management Specialist, Cash Manager",""
"Process Treasury Transaction","GUI","SAP_SFIN_BC_CM_CASH_OPS","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Park General Journal Entries","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Park General Journal Entries - For Ledger Group","GUI","SAP_SFIN_BC_GL_PARKED_DOC","SAP_SFIN_BCG_GL_PARKED_DOC","Parked Documents","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Global Common Data (GCD) for Electronic Financial Statement","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Display Stockholder (from GCD)for Electronic Financial Statement","GUI","SAP_SFIN_BC_GL_REP_DE","SAP_SFIN_BCG_GL_REP_DE","Reporting Germany","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Generate GCD","GUI","SAP_SFIN_BC_GL_CS_EBILANZ","SAP_SFIN_BCG_GL_CS_EBILANZ","General Ledger - Current Settings - Electronic Financial Statement","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Set Customer Type - China","GUI","SAP_FIN_BC_AR_OPER_PROC_CN","SAP_FIN_BCG_AR_OPER_PROC_CN","Accounts Receivable - Operational Processing - China","SAP_BR_AR_ACCOUNTANT_CN","Accounts Receivable Accountant for China",""
"Maintain Tax Classification Number - China","GUI","SAP_FIN_BC_AR_OPER_PROC_CN","SAP_FIN_BCG_AR_OPER_PROC_CN","Accounts Receivable - Operational Processing - China","SAP_BR_AR_ACCOUNTANT_CN","Accounts Receivable Accountant for China",""
"Set Report Relevancy - Set-Based Hierarchies, Set Report Relevancy","GUI","SAP_SFIN_BC_CO_REP_GEN","SAP_SFIN_BCG_CO_REPORTS,SAP_SFIN_BCG_GL_GEN_REP","Controlling - Reporting,General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Set Report Relevancy - Set-Based Hierarchies, Set Report Relevancy","GUI","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_CO_REPORTS,SAP_SFIN_BCG_GL_GEN_REP","Controlling - Reporting,General Reporting","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Accounts Document Output - China","GUI","SAP_SFIN_BC_GL_GEN_REP_CN","SAP_SFIN_BCG_GL_GEN_REP_CN","General Ledger - Reporting for China","SAP_BR_GL_ACCOUNTANT_CN","General Ledger Accountant for China",""
"Prepare Balance of Payments - Belgium, Prepare Balance of Payments - France","GUI","SAP_FIN_BC_GL_REPORTING_BE","SAP_FIN_BCG_GL_REPORTING_BE,SAP_FIN_BCG_GL_REPORTING_FR","Reporting Belgium,Reporting France","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_FR","General Ledger Accountant for Belgium, General Ledger Accountant, General Ledger Accountant for France",""
"Prepare Balance of Payments - Belgium, Prepare Balance of Payments - France","GUI","SAP_FIN_BC_GL_REPORTING_FR","SAP_FIN_BCG_GL_REPORTING_BE,SAP_FIN_BCG_GL_REPORTING_FR","Reporting Belgium,Reporting France","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_FR","General Ledger Accountant for Belgium, General Ledger Accountant, General Ledger Accountant for France",""
"Create Cost Element Groups","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Edit Cost Element Groups","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Display Cost Element Groups","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Enter Activity Allocation","GUI","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Post Statistical Key Figures","GUI","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Create Statistical Key Figure Group","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Edit Statistical Key Figure Group","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Display Statistical Key Figure Group","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Edit Master Data - Profit Centers - Collective","GUI","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_GL_MASTDATA,SAP_SFIN_BCG_CO_MD","Master Data,Controlling - Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Edit Master Data - Profit Centers - Collective","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA,SAP_SFIN_BCG_CO_MD","Master Data,Controlling - Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Edit Company Code Assignment - Profit Centers","GUI","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD,SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data,Master Data","SAP_BR_GL_ACCOUNTANT, SAP_BR_CONTROLLER","General Ledger Accountant, Controller",""
"Edit Company Code Assignment - Profit Centers","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD,SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data,Master Data","SAP_BR_GL_ACCOUNTANT, SAP_BR_CONTROLLER","General Ledger Accountant, Controller",""
"Create Overhead Allocation Cycles - Profitability Analysis","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Edit Overhead Allocation Cycles - Profitability Analysis","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Display Overhead Allocation Cycles - Profitability Analysis","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Delete Overhead Allocation Cycles - Profitability Analysis","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Run Actual Overhead Allocation - Profitability Analysis","GUI","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Run Results Analysis - Projects","GUI","SAP_SFIN_BC_CO_PE_PS_RA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Run Results Analysis - Projects","GUI","SAP_SFIN_BC_CO_PE_INV_PA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Calculate Work In Process - Sales Orders","GUI","SAP_SFIN_BC_CO_PE_INV","SAP_SFIN_BCG_CO_PER_END,SAP_SFIN","Controlling - Period End Processing,Controlling - Production Cost Period End","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Calculate Work in Process - Orders - Collective","GUI","SAP_SFIN_BC_CO_PE_INV","SAP_SFIN,SAP_SFIN_BCG_CO_PER_END","Controlling - Production Cost Period End,Controlling - Period End Processing","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Analyze Summarization Hierarchy","GUI","SAP_SFIN_BC_CO_REP_INV_PRO","SAP_SFIN_BCG_CO_REPORTS,SAP_SFIN","Controlling - Reporting,Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Analyze Sales Orders","GUI","SAP_SFIN_BC_CO_REP_INV_SAL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Analyze Production Order","GUI","SAP_SFIN_BC_CO_REP_INV_PRO","SAP_SFIN_BCG_CO_REPORTS,SAP_SFIN","Controlling - Reporting,Controlling - Production Cost Reporting","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Analyze Product Cost Collectors","GUI","SAP_SFIN_BC_CO_REP_INV_PRO","SAP_SFIN,SAP_SFIN_BCG_CO_REPORTS","Controlling - Production Cost Reporting,Controlling - Reporting","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Display CO Production Orders","GUI","SAP_SFIN_BC_CO_MD_INV","SAP_SFIN_BCG_CO_MD_INV","Controlling - Production Cost Master Data","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
