"AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","LeadingTransactionCodes"
"DTUC Worklist","GUI","SAP_LE_BC_PROC_MP","","","","","/SAPMP/LE_LBA_LIST"
"DTUC Worklist with WM","GUI","SAP_LE_BC_PROC_MP","","","","","/SAPMP/LE_LBA_WM"
"Define Reel Type Sequence - For Reel Category","GUI","SAP_CMD_BC_REEL_TYP_MNT_MP","","","","","/SAPMP/RTSQMT"
"ALE Master Data Distribution Routing","GUI","SAP_SCM_BC_PROC_ENG_MP","","","","","/SAPMP/SEROU"
"Batch-Based Packaging Overview","GUI","SAP_MM_BC_IM_MP","","","","","/SAPMP/STOCK"
"Characteristic-Based Purchase Order History - Set or Reset Final Delivery Indicator","GUI","SAP_PRC_BC_PURCHASER_PO_MP","","","","","/SAPMP/WEHB"
"Good Receipt History for Production Order - Set/Reset Final Delivery Indicator","GUI","SAP_SCM_BC_PRODN_ORD_MP","","","","","/SAPMP/WEHF"
"Manage Commodity Codes","GUI","SAP_SLL_BC_CLS_CMMDTYCODE","SAP_SLL_BCG_CLASSIFICATION","Foreign Trade Classification","SAP_BR_TRD_CLS_SPECIALIST","Trade Classification Specialist","/SAPSLL/CLSNR_01"
"Manage Intrastat Service Codes","GUI","SAP_SLL_BC_CLS_ISSRVCCODE","SAP_SLL_BCG_CLASSIFICATION","Foreign Trade Classification","SAP_BR_TRD_CLS_SPECIALIST","Trade Classification Specialist","/SAPSLL/CLSNR_03"
"Post Goods Issue - Unplanned","GUI","","","","","","/SCWM/ADGI"
"Create Warehouse Tasks - Handling Units","GUI","","","","","","/SCWM/ADHU"
"Create Warehouse Tasks - Product","GUI","","","","","","/SCWM/ADPROD"
"Assign Fixed Bins","GUI","","","","","","/SCWM/BINMAT"
"Cancel Picking","GUI","","","","","","/SCWM/CANCPICK"
"Maintain Planned Shipping HUs","GUI","","","","","","/SCWM/CAP"
"Arrival and Departure - Transportation Units","GUI","","","","","","/SCWM/CICO"
"Maintain Correction Deliveries","GUI","","","","","","/SCWM/CORR"
"Deconsolidate Handling Units","GUI","","","","","","/SCWM/DCONS"
"Analyze Differences","GUI","","","","","","/SCWM/DIFF_ANALYZER"
"Plan Doors - Transportation Units","GUI","","","","","","/SCWM/DOOR"
"Process Loading Appointments","FPM/WebDynpro","","","","","","/SCWM/DSAPP_APPT (/SCWM/DSAPP_APPT)"
"Monitor Loading Appointments","FPM/WebDynpro","","","","","","/SCWM/DSAPP_APPT_GANTT (/SCWM/DSAPP_APPT_GANTT)"
"Maintain Loading Appointments - Textual","FPM/WebDynpro","","","","","","/SCWM/DSAPP_LIST (/SCWM/DSAPP_LIST)"
"Maintain Loading Appointments - Graphical","FPM/WebDynpro","","","","","","/SCWM/DSAPP_LIST_VISUAL_GANTT (/SCWM/DSAPP_LIST_VISUAL_GANTT)"
"Create Loading Appointments - Textual, Access Loading Appointment - Textual","FPM/WebDynpro","","","","","","/SCWM/DSAPP_MAINT (/SCWM/DSAPP_MAINT)"
"Create Loading Appointments - Graphical, Access Loading Appointment - Graphical","FPM/WebDynpro","","","","","","/SCWM/DSAPP_MAINT_VISUAL_GANTT (/SCWM/DSAPP_MAINT_VISUAL_GANTT)"
"Maintain Docking Location, Create Docking Location","FPM/WebDynpro","","","","","","/SCWM/DSDL_MAINT (/SCWM/DSDL_MAINT)"
"Maintain Loading Points, Create Loading Points","FPM/WebDynpro","","","","","","/SCWM/DSLP_MAINT (/SCWM/DSLP_MAINT)"
"Display Key Figures - Warehouse","GUI","","","","","","/SCWM/EGF"
"Maintain Performance Documents - Employees","GUI","","","","","","/SCWM/EPERF"
"Compare Stock - Inventory Management","GUI","","","","","","/SCWM/ERP_STOCKCHECK"
"Maintain User Settings - Exception Code Profile","GUI","","","","","","/SCWM/EXCUSERID"
"Maintain Outbound Deliveries","GUI","","","","","","/SCWM/FD"
"Process Goods Receipt","GUI","","","","","","/SCWM/GR"
"Prepare Goods Receipt - External Procurement","GUI","","","","","","/SCWM/GRPE"
"Prepare Goods Receipt - Production","GUI","","","","","","/SCWM/GRPI"
"Display Workload - Goods Receipt","GUI","","","","","","/SCWM/GRWORK"
"Graphical Warehouse Layout","GUI","","","","","","/SCWM/GWL"
"Print Inventory List - For Fire Department","GUI","","","","","","/SCWM/ILHS"
"Maintain Indirect Labor Tasks","GUI","","","","","","/SCWM/ILT"
"Maintain Posting Changes","GUI","","","","","","/SCWM/IM_PC"
"Maintain Stock Transfers","GUI","","","","","","/SCWM/IM_ST"
"Load Transportation Units","GUI","","","","","","/SCWM/LOAD"
"Create Storage Bins","GUI","","","","","","/SCWM/LS01"
"Change Storage Bins","GUI","","","","","","/SCWM/LS02"
"Display Storage Bins","GUI","","","","","","/SCWM/LS03"
"Maintain Products - Warehouse Data","GUI","","","","","","/SCWM/MAT1"
"Distribute Quantities - Merchandise Distribution","GUI","","","","","","/SCWM/MEDI_AQTY"
"Post Consumption - Production","FPM/WebDynpro","","","","","","/SCWM/MFG_CONSUMPTION (/SCWM/MFG_CONSUMPTION)"
"Stage for Production","FPM/WebDynpro","","","","","","/SCWM/MFG_STAGING (/SCWM/MFG_STAGING)"
"Clear Production Supply Area","FPM/WebDynpro","","","","","","/SCWM/MFG_STAGING_REVERSAL (/SCWM/MFG_STAGING_REVERSAL)"
"Warehouse Monitor","GUI","","","","","","/SCWM/MON"
"Pack Handling Units","GUI","","","","","","/SCWM/PACK"
"Maintain Packaging Specification","GUI","","","","","","/SCWM/PACKSPEC"
"Count Physical Inventory","GUI","","","","","","/SCWM/PI_COUNT"
"Count Physical Inventory - List","GUI","","","","","","/SCWM/PI_COUNTLIST"
"Create Physical Inventory - Documents","GUI","","","","","","/SCWM/PI_CREATE"
"Download Bins or Stock Items - Physical Inventory","GUI","","","","","","/SCWM/PI_DOWNLOAD"
"Process Physical Inventory","GUI","","","","","","/SCWM/PI_PROCESS"
"Upload Bins or Count Results - Physical Inventory","GUI","","","","","","/SCWM/PI_UPLOAD"
"Assign Tolerance Group - Counting","GUI","","","","","","/SCWM/PI_USER"
"Assign Tolerance Group - Differences","GUI","","","","","","/SCWM/PI_USER_DIFF"
"Plan Workload","GUI","","","","","","/SCWM/PL"
"Load Workload Plan","GUI","","","","","","/SCWM/PL_LOAD"
"Production Material Requests","GUI","","","","","","/SCWM/PMR"
"Create Posting Changes","GUI","","","","","","/SCWM/POST"
"Print Storage Bin Labels","GUI","","","","","","/SCWM/PRBIN"
"Maintain Inbound Deliveries","GUI","","","","","","/SCWM/PRDI"
"Outbound Delivery Orders","GUI","","","","","","/SCWM/PRDO"
"Print Fixed Bin Labels","GUI","","","","","","/SCWM/PRFIXBIN"
"Print Count Documents - Physical Inventory","GUI","","","","","","/SCWM/PRPI_DOC"
"Rearrange Stock","GUI","","","","","","/SCWM/REAR"
"Replenish Stock","GUI","","","","","","/SCWM/REPL"
"Maintain Resources","GUI","","","","","","/SCWM/RSRC"
"Create Warehouse Orders - Manual","GUI","","","","","","/SCWM/RWOCR"
"Shipping Cockpit - Planning","FPM/WebDynpro","","","","","","/SCWM/SCO (/SCWM/SCO)"
"Shipping Cockpit - Execution","FPM/WebDynpro","","","","","","/SCWM/SCO_EXEC (/SCWM/SCO_EXEC)"
"Outbound Delivery Orders - Pickup","GUI","","","","","","/SCWM/SGI"
"Plan Doors - Loading Point","FPM/WebDynpro","","","","","","/SCWM/SHP_ASSIGN_TU_DOOR (/SCWM/SHP_ASSIGN_TU_DOOR)"
"Create Warehouse Tasks - Warehouse Request","GUI","","","","","","/SCWM/TODLV"
"Create Warehouse Tasks - Inbound Delivery","GUI","","","","","","/SCWM/TODLV_I"
"Create Warehouse Tasks - Stock Transfer","GUI","","","","","","/SCWM/TODLV_M"
"Create Warehouse Tasks - Outbound Delivery Order","GUI","","","","","","/SCWM/TODLV_O"
"Create Warehouse Tasks - Posting Change","GUI","","","","","","/SCWM/TODLV_T"
"Confirm Warehouse Tasks","GUI","","","","","","/SCWM/TO_CONF"
"Display Warehouse Tasks","GUI","","","","","","/SCWM/TO_DISP"
"Maintain Transportation Units","GUI","","","","","","/SCWM/TU"
"Process Freight Orders - Transit Warehousing","FPM/WebDynpro","","","","","","/SCWM/TW_FO (/SCWM/TW_FO)"
"Process Single Freight Order - Transit Warehousing","FPM/WebDynpro","","","","","","/SCWM/TW_FO_SINGLE (/SCWM/TW_FO_SINGLE)"
"Prepare Loading or Unloading - Transit Warehousing","FPM/WebDynpro","","","","","","/SCWM/TW_LP (/SCWM/TW_LP)"
"Handling-Unit Stock List - Transit Warehousing","FPM/WebDynpro","","","","","","/SCWM/TW_SL (/SCWM/TW_SL)"
"Unload Transportation Units","GUI","","","","","","/SCWM/UNLOAD"
"Maintain User Settings - Radio Frequency","GUI","","","","","","/SCWM/USER"
"Process Value Added Service","GUI","","","","","","/SCWM/VASEXEC"
"Value Added Services - Inbound","GUI","","","","","","/SCWM/VAS_I"
"Value Added Services - Internal","GUI","","","","","","/SCWM/VAS_INT"
"Value Added Services - Reverse Kitting","GUI","","","","","","/SCWM/VAS_KTR"
"Value Added Services - Kit to Stock","GUI","","","","","","/SCWM/VAS_KTS"
"Value Added Services - Outbound","GUI","","","","","","/SCWM/VAS_O"
"Maintain Vehicles","GUI","","","","","","/SCWM/VEH"
"Process Waves","GUI","","","","","","/SCWM/WAVE"
"Analyze Appointments - Loading Appointments","FPM/WebDynpro","","","","","","/SCWM/WDCC_DS_REPORTING (/SCWM/WDCC_DS_REPORTING)"
"Post Differences - Automatic","GUI","","","","","","/SCWM/WM_ADJUST"
"Move In Yard - Transportation Units","GUI","","","","","","/SCWM/YMOVE"
"Create Activity - Supplier Management","FPM/WebDynpro","SAP_PRC_BC_SUP_ACT_MGT","","","SAP_BR_EMPLOYEE_PROCUREMENT, SAP_BR_BUYER","Employee - Procurement, Strategic Buyer","/SRMSMC/WDA_ACT ()"
"Create Activity - Supplier Management","FPM/WebDynpro","SAP_PRC_BC_SUP_TSK_PART","","","SAP_BR_EMPLOYEE_PROCUREMENT, SAP_BR_BUYER","Employee - Procurement, Strategic Buyer","/SRMSMC/WDA_ACT ()"
"Create Questionnaire - Evaluation","FPM/WebDynpro","SAP_PRC_BC_SUP_QNR_MGT","","","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_I_QNR_OVP ()"
"Create Questionnaire - Evaluation","FPM/WebDynpro","SAP_PRC_BC_CATEGORY_MGT","","","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_I_QNR_OVP ()"
"Create Template - Group-Based Evaluation","FPM/WebDynpro","SAP_PRC_BC_CATEGORY_MGT","","","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_I_SEP_OVP ()"
"Create Purchasing Category","FPM/WebDynpro","SAP_PRC_BC_CATEGORY_MGT","","","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_PUC ()"
"Create Purchasing Category","FPM/WebDynpro","SAP_PRC_BC_SUP_QNR_MGT","","","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_PUC ()"
"Create Purchasing Category","FPM/WebDynpro","SAP_PRC_BC_SUP_ACT_MGT","","","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_PUC ()"
"Manage Questions - Evaluation","FPM/WebDynpro","SAP_PRC_BC_SUP_QNR_MGT","SAP_PRC_BCG_SUPPLIER_EVAL","Supplier Evaluation","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_QLB_OVP_MAIN ()"
"Translate Questions - Evaluation","FPM/WebDynpro","SAP_PRC_BC_SUP_CAT_TRANSL","SAP_PRC_BCG_SUPPLIER_EVAL","Supplier Evaluation","SAP_BR_BUYER","Strategic Buyer","/SRMSMC/WDA_QLB_OVP_TRNS ()"
"Profit Center Assignment Monitor","GUI","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_GL_MASTDATA,SAP_SFIN_BCG_CO_MD","Master Data,Controlling - Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","1KE4"
"Profit Center Assignment Monitor","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA,SAP_SFIN_BCG_CO_MD","Master Data,Controlling - Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","1KE4"
"Reverse Line Items","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AB08"
"Post Unplanned Depreciation","GUI","","","","","","ABAA"
"Asset Unplanned Depreciation","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABAAL"
"Post Asset Sale - Without Customer","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABAON"
"Post Asset Retirement - By Scrapping","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABAVN"
"Post Revaluation","GUI","","","","","","ABAW"
"Asset Revaluation","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABAWL"
"Post Revaluation - With New Value Method","GUI","","","","","","ABAWN"
"Post Credit Memo - After Year of Invoice","GUI","","","","","","ABGF"
"Credit Memo previous Year","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABGFL"
"Post Credit Memo - In Year of Invoice","GUI","","","","","","ABGL"
"Credit Memo in Year","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABGLL"
"Post Investment Support","GUI","","","","","","ABIF"
"Post Manual Depreciation","GUI","","","","","","ABMA"
"Post Manual Transfer of Reserves","GUI","","","","","","ABMR"
"Post Post-Capitalization","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABNAN"
"Post Subsequent Revenue","GUI","","","","","","ABNE"
"Post Subsequent Costs","GUI","","","","","","ABNK"
"Asset Transfer intercompany","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABT1L"
"Post Transfer - Across Company Codes","GUI","","","","","","ABT1N"
"Post Transfer - Within Company Code","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABUMN"
"Post Acquisition - From In-House Production","GUI","","","","","","ABZE"
"Post Acquisition - With Automatic Offsetting Entry","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABZOL"
"Post Acquisition - From Affiliated Company","GUI","","","","","","ABZP"
"Acquisition from Affiliated Company","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABZPL"
"Post Writeup","GUI","","","","","","ABZU"
"Write-ups","GUI","SAP_SFIN_BC_AA_DOC_PROC","SAP_SFIN_BCG_AA_DOC_PROC","Operational Processing","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ABZUL"
"Start Periodic Accrual Runs - Accrual Engine","GUI","","","","","","ACACACT"
"Run Balance Carryforward - Accrual Engine","GUI","","","","","","ACACCARRYFORWARD"
"Reconcile Documents with FI - Accrual Engine","GUI","","","","","","ACACFIRECON"
"Display Line Items - Accrual Engine","GUI","","","","","","ACACPSDOCITEMS"
"Display Totals - Accrual Engine","GUI","","","","","","ACACPSITEMS"
"Reverse  Periodic Accrual Runs - Accrual Engine","GUI","","","","","","ACACREVERS"
"Send Document to Accounting - Accrual Engine","GUI","","","","","","ACACTRANSFER"
"Create Accrual Objects - Accrual Engine","GUI","","","","","","ACACTREE01"
"Edit Accrual Objects - Accrual Engine","GUI","","","","","","ACACTREE02"
"Verify Data Flow","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","ACC_ECS_MAINTAIN"
"Progress Tracking Evaluations -  Material Components","GUI","","","","","","ACOMPXPD"
"Clear down payment requests","GUI","","","","","","AD1T"
"Plan data handling","GUI","","","","","","AD31"
"Costs-to-complete evaluation","GUI","","","","","","AD32"
"Assessment Preprocessor with rollup","GUI","","","","","","AD43"
"Activity Allocation Conversion","GUI","","","","","","ADAA"
"ORF: Stock Calculation (Batch)","GUI","","","","","","ADBT"
"Closure of SM Orders","GUI","","","","","","ADCO99"
"SPEC 2000: Initial Provisioning","GUI","","","","","","ADIP"
"Copy Partner Profiles for SPEC 2000","GUI","","","","","","ADPRCP"
"Component Maintenance Cockpit","GUI","","","","","","ADPT"
"ORF: Results Report","GUI","","","","","","ADRE"
"ORF: Stock Calculation","GUI","","","","","","ADRF"
"SUBCONTRACTING Monitor","GUI","","","","","","ADSUBCON"
"Define Distribution Rules - For Asset under Construction","GUI","SAP_SFIN_BC_AA_CONSTR","SAP_SFIN_BCG_AA_CONSTR","Asset Under Construction","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AIAB"
"Settle Asset under Construction","GUI","SAP_SFIN_BC_AA_CONSTR","SAP_SFIN_BCG_AA_CONSTR","Asset Under Construction","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AIBU"
"Calculate Market Risk Key Figures","GUI","SAP_TRM_BC_MR_ANALYSIS","SAP_TRM_BCG_RM","Treasury - Risk Management","SAP_BR_TREASURY_RISK_MANAGER","Treasury Risk Manager","AISGENKF"
"Reverse Settlement of AuC","GUI","SAP_SFIN_BC_AA_CONSTR","SAP_SFIN_BCG_AA_CONSTR","Asset Under Construction","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AIST"
"List Purchasing Arrangements for Promotions","GUI","SAP_RFM_BC_PROMOTION_SPECI","","","SAP_BR_PROMOTION_SPEC_RFM","Promotion Specialist (Retail)","AKAB"
"List Sales Arrangements for Promotions","GUI","SAP_RFM_BC_PROMOTION_SPECI","","","SAP_BR_PROMOTION_SPEC_RFM","Promotion Specialist (Retail)","AKVA"
"Display Asset Classes per Chart of Depreciation","GUI","SAP_SFIN_BC_AA_CONFIG","SAP_SFIN_BCG_AA_CONFIG","Configuration","SAP_BR_AA_ACCOUNTANT","Asset Accountant","ANKA"
"Reports, Processing Time (Graphical View)","FPM/WebDynpro","SAP_MDG_BC_SFLIGHT","SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_SFLIGHT,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA","Customer Governance,Fin Accounting Governance,Custom Objects Governance,Supplier Governance,Flight Data Model Governance,ERP Customer Governance,Business Partner Governance,Fin Controlling Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Business Partner Data","APB_LAUNCHPAD ()"
"Reports, Processing Time (Graphical View)","FPM/WebDynpro","SAP_MDG_BC_ERPCUS_DATA","SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_SFLIGHT,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA","Customer Governance,Fin Accounting Governance,Custom Objects Governance,Supplier Governance,Flight Data Model Governance,ERP Customer Governance,Business Partner Governance,Fin Controlling Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Business Partner Data","APB_LAUNCHPAD ()"
"Reports, Processing Time (Graphical View)","FPM/WebDynpro","SAP_MDG_BC_ERPVEN_DATA","SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_SFLIGHT,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA","Customer Governance,Fin Accounting Governance,Custom Objects Governance,Supplier Governance,Flight Data Model Governance,ERP Customer Governance,Business Partner Governance,Fin Controlling Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Business Partner Data","APB_LAUNCHPAD ()"
"Reports, Processing Time (Graphical View)","FPM/WebDynpro","SAP_MDG_BC_BUPA_DATA","SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_SFLIGHT,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA","Customer Governance,Fin Accounting Governance,Custom Objects Governance,Supplier Governance,Flight Data Model Governance,ERP Customer Governance,Business Partner Governance,Fin Controlling Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Business Partner Data","APB_LAUNCHPAD ()"
